model,dataset,precision,image_id,top1_prob,top2_prob,top_diff,top1_class,top2_class
swin_base_patch4_window7_224,imagenet,fp32,35622,0.459417462348938,0.17658528685569763,0.28283217549324036,831,598
swin_base_patch4_window7_224,imagenet,fp32,7942,0.47704797983169556,0.1821075975894928,0.29494038224220276,178,180
swin_base_patch4_window7_224,imagenet,fp32,20906,0.9603269100189209,0.005950109101831913,0.954376800917089,480,707
swin_base_patch4_window7_224,imagenet,fp32,38741,0.33543726801872253,0.0971631333231926,0.23827413469552994,907,711
swin_base_patch4_window7_224,imagenet,fp32,25146,0.609849214553833,0.22140292823314667,0.38844628632068634,582,953
swin_base_patch4_window7_224,imagenet,fp32,473,0.6374435424804688,0.19608649611473083,0.4413570463657379,10,13
swin_base_patch4_window7_224,imagenet,fp32,22380,0.7656217217445374,0.014775600284337997,0.7508461214601994,517,920
swin_base_patch4_window7_224,imagenet,fp32,24954,0.6785823702812195,0.2373865842819214,0.4411957859992981,577,494
swin_base_patch4_window7_224,imagenet,fp32,34712,0.47598958015441895,0.2530374825000763,0.22295209765434265,809,618
swin_base_patch4_window7_224,imagenet,fp32,17645,0.7583260536193848,0.022622467949986458,0.7357035856693983,402,650
swin_base_patch4_window7_224,imagenet,fp32,954,0.8600597977638245,0.0009677453781478107,0.8590920523856767,20,140
swin_base_patch4_window7_224,imagenet,fp32,7923,0.8675358891487122,0.07405705004930496,0.7934788390994072,177,170
swin_base_patch4_window7_224,imagenet,fp32,41313,0.44258007407188416,0.4347078502178192,0.007872223854064941,968,504
swin_base_patch4_window7_224,imagenet,fp32,33034,0.8868361711502075,0.0007628817693330348,0.8860732893808745,769,798
swin_base_patch4_window7_224,imagenet,fp32,24896,0.8766510486602783,0.000709319137968123,0.8759417295223102,576,975
swin_base_patch4_window7_224,imagenet,fp32,29099,0.9153125286102295,0.005170428194105625,0.9101421004161239,677,783
swin_base_patch4_window7_224,imagenet,fp32,38634,0.8990153670310974,0.003856345545500517,0.8951590214855969,904,556
swin_base_patch4_window7_224,imagenet,fp32,27212,0.9573155045509338,0.0012263129465281963,0.9560891916044056,630,788
swin_base_patch4_window7_224,imagenet,fp32,3615,0.9146260619163513,0.0025752943474799395,0.9120507675688714,83,80
swin_base_patch4_window7_224,imagenet,fp32,15676,0.8574302792549133,0.025795474648475647,0.8316348046064377,356,357
swin_base_patch4_window7_224,imagenet,fp32,16030,0.900621771812439,0.00059858663007617,0.9000231851823628,364,380
swin_base_patch4_window7_224,imagenet,fp32,39450,0.8608220219612122,0.014366187155246735,0.8464558348059654,925,809
swin_base_patch4_window7_224,imagenet,fp32,13722,0.8655557632446289,0.0009663667879067361,0.8645893964567222,313,410
swin_base_patch4_window7_224,imagenet,fp32,4601,0.9006783366203308,0.0009953748667612672,0.8996829617535695,103,360
swin_base_patch4_window7_224,imagenet,fp32,1561,0.8916202187538147,0.015196499414741993,0.8764237193390727,33,34
swin_base_patch4_window7_224,imagenet,fp32,1342,0.8691529631614685,0.004386133514344692,0.8647668296471238,28,26
swin_base_patch4_window7_224,imagenet,fp32,41481,0.9432435035705566,0.030812840908765793,0.9124306626617908,972,979
swin_base_patch4_window7_224,imagenet,fp32,20412,0.9508265256881714,0.019046921283006668,0.9317796044051647,468,479
swin_base_patch4_window7_224,imagenet,fp32,10177,0.5298312306404114,0.15273238718509674,0.37709884345531464,230,261
swin_base_patch4_window7_224,imagenet,fp32,13945,0.8918215036392212,0.00034048722591251135,0.8914810164133087,318,317
swin_base_patch4_window7_224,imagenet,fp32,15809,0.7735444903373718,0.03226358816027641,0.7412809021770954,360,356
swin_base_patch4_window7_224,imagenet,fp32,14745,0.8751663565635681,0.0051356116309762,0.8700307449325919,335,336
swin_base_patch4_window7_224,imagenet,fp32,4855,0.8370609283447266,0.006844086106866598,0.83021684223786,109,973
swin_base_patch4_window7_224,imagenet,fp32,4494,0.8932183980941772,0.03201603516936302,0.8612023629248142,101,385
swin_base_patch4_window7_224,imagenet,fp32,26831,0.8458054661750793,0.00579440500587225,0.8400110611692071,621,595
swin_base_patch4_window7_224,imagenet,fp32,32545,0.8634862303733826,0.03911827877163887,0.8243679516017437,758,733
swin_base_patch4_window7_224,imagenet,fp32,5755,0.9034245610237122,0.0006770580657757819,0.9027475029579364,129,132
swin_base_patch4_window7_224,imagenet,fp32,40665,0.8207378387451172,0.03808286041021347,0.7826549783349037,953,954
swin_base_patch4_window7_224,imagenet,fp32,32622,0.9105983972549438,0.001337457331828773,0.9092609399231151,760,648
swin_base_patch4_window7_224,imagenet,fp32,26653,0.7929261922836304,0.030309703201055527,0.7626164890825748,616,943
swin_base_patch4_window7_224,imagenet,fp32,4439,0.8493862152099609,0.0014979493571445346,0.8478882658528164,100,99
swin_base_patch4_window7_224,imagenet,fp32,19435,0.8200945854187012,0.02687959559261799,0.7932149898260832,445,801
swin_base_patch4_window7_224,imagenet,fp32,16315,0.8802191019058228,0.004203499294817448,0.8760156026110053,371,370
swin_base_patch4_window7_224,imagenet,fp32,16558,0.8375169038772583,0.0005642100586555898,0.8369526938186027,376,371
swin_base_patch4_window7_224,imagenet,fp32,5230,0.7443845272064209,0.03191624581813812,0.7124682813882828,117,966
swin_base_patch4_window7_224,imagenet,fp32,34334,0.8848916888237,0.0018335320055484772,0.8830581568181515,800,498
swin_base_patch4_window7_224,imagenet,fp32,10321,0.8060209155082703,0.04055202752351761,0.7654688879847527,233,183
swin_base_patch4_window7_224,imagenet,fp32,10392,0.7999681830406189,0.029764676466584206,0.7702035065740347,235,227
swin_base_patch4_window7_224,imagenet,fp32,14084,0.9086766839027405,0.0008447191212326288,0.9078319647815078,321,322
swin_base_patch4_window7_224,imagenet,fp32,38347,0.8478099703788757,0.023744888603687286,0.8240650817751884,897,534
swin_base_patch4_window7_224,imagenet,fp32,29245,0.854540228843689,0.004490288440138102,0.8500499404035509,680,470
swin_base_patch4_window7_224,imagenet,fp32,30857,0.9122161865234375,0.010960759595036507,0.901255426928401,718,724
swin_base_patch4_window7_224,imagenet,fp32,25249,0.883766770362854,0.007810966577380896,0.8759558037854731,584,600
swin_base_patch4_window7_224,imagenet,fp32,20679,0.9214851260185242,0.004838999826461077,0.9166461261920631,474,911
swin_base_patch4_window7_224,imagenet,fp32,36908,0.8753369450569153,0.02536642551422119,0.8499705195426941,863,733
swin_base_patch4_window7_224,imagenet,fp32,16363,0.8010537624359131,0.02067527547478676,0.7803784869611263,372,374
swin_base_patch4_window7_224,imagenet,fp32,32159,0.8898674845695496,0.002125923754647374,0.8877415608149022,749,456
swin_base_patch4_window7_224,imagenet,fp32,36418,0.6131760478019714,0.04697999730706215,0.5661960504949093,851,779
swin_base_patch4_window7_224,imagenet,fp32,28497,0.9116675853729248,0.0031571458093822002,0.9085104395635426,662,592
swin_base_patch4_window7_224,imagenet,fp32,15426,0.8405353426933289,0.002153136068955064,0.8383822066243738,350,348
swin_base_patch4_window7_224,imagenet,fp32,37832,0.6992450952529907,0.09214270859956741,0.6071023866534233,885,496
swin_base_patch4_window7_224,imagenet,fp32,15738,0.5167000889778137,0.3035110831260681,0.2131890058517456,358,359
swin_base_patch4_window7_224,imagenet,fp32,5272,0.7811757922172546,0.09382274746894836,0.6873530447483063,118,121
swin_base_patch4_window7_224,imagenet,fp32,6078,0.8672584891319275,0.0007894327864050865,0.8664690563455224,136,8
swin_base_patch4_window7_224,imagenet,fp32,18476,0.8987147808074951,0.002213521394878626,0.8965012594126165,422,543
swin_base_patch4_window7_224,imagenet,fp32,10743,0.9491194486618042,0.002471130108460784,0.9466483185533434,244,200
swin_base_patch4_window7_224,imagenet,fp32,19494,0.8858911395072937,0.018315434455871582,0.8675757050514221,446,549
swin_base_patch4_window7_224,imagenet,fp32,19149,0.9426997303962708,0.014861904084682465,0.9278378263115883,438,845
swin_base_patch4_window7_224,imagenet,fp32,15940,0.8970673084259033,0.0013698248658329248,0.8956974835600704,362,361
swin_base_patch4_window7_224,imagenet,fp32,15364,0.5834742188453674,0.2357751578092575,0.3476990610361099,349,348
swin_base_patch4_window7_224,imagenet,fp32,20475,0.9426104426383972,0.0010461937636137009,0.9415642488747835,469,738
swin_base_patch4_window7_224,imagenet,fp32,34963,0.918012261390686,0.0014150604838505387,0.9165972009068355,815,74
swin_base_patch4_window7_224,imagenet,fp32,3697,0.8615870475769043,0.0012434605741873384,0.860343587002717,84,749
swin_base_patch4_window7_224,imagenet,fp32,32552,0.8414243459701538,0.013363263569772243,0.8280610824003816,758,733
swin_base_patch4_window7_224,imagenet,fp32,15586,0.8507166504859924,0.00539907393977046,0.845317576546222,354,355
swin_base_patch4_window7_224,imagenet,fp32,19807,0.8469619750976562,0.021917158737778664,0.8250448163598776,453,917
swin_base_patch4_window7_224,imagenet,fp32,26993,0.7528680562973022,0.04724745452404022,0.705620601773262,626,767
swin_base_patch4_window7_224,imagenet,fp32,15741,0.7868266105651855,0.07671380788087845,0.7101128026843071,358,359
swin_base_patch4_window7_224,imagenet,fp32,5750,0.9186760187149048,0.00036887323949486017,0.9183071454754099,129,144
swin_base_patch4_window7_224,imagenet,fp32,5572,0.9172952175140381,0.008761335164308548,0.9085338823497295,125,119
swin_base_patch4_window7_224,imagenet,fp32,30360,0.9090616106987,0.0067721204832196236,0.9022894902154803,707,528
swin_base_patch4_window7_224,imagenet,fp32,30831,0.7667198181152344,0.13274003565311432,0.6339797824621201,718,821
swin_base_patch4_window7_224,imagenet,fp32,12726,0.8733298182487488,0.0021574723068624735,0.8711723459418863,291,286
swin_base_patch4_window7_224,imagenet,fp32,31242,0.8576967716217041,0.007652834989130497,0.8500439366325736,727,538
swin_base_patch4_window7_224,imagenet,fp32,37051,0.8314849734306335,0.03678340092301369,0.7947015725076199,867,908
swin_base_patch4_window7_224,imagenet,fp32,29569,0.9183377027511597,0.0018932217499241233,0.9164444810012355,688,782
swin_base_patch4_window7_224,imagenet,fp32,8981,0.8830848932266235,0.0073434216901659966,0.8757414715364575,203,153
swin_base_patch4_window7_224,imagenet,fp32,27464,0.9749261736869812,0.0005598716088570654,0.9743663020781241,637,463
swin_base_patch4_window7_224,imagenet,fp32,16309,0.8936817646026611,0.011276421137154102,0.882405343465507,371,370
swin_base_patch4_window7_224,imagenet,fp32,21389,0.8952228426933289,0.01335445698350668,0.8818683857098222,493,492
swin_base_patch4_window7_224,imagenet,fp32,16230,0.8404659032821655,0.05509344860911369,0.7853724546730518,369,368
swin_base_patch4_window7_224,imagenet,fp32,39507,0.7610796689987183,0.06301093101501465,0.6980687379837036,926,762
swin_base_patch4_window7_224,imagenet,fp32,13124,0.8403846621513367,0.06150821968913078,0.7788764424622059,299,298
swin_base_patch4_window7_224,imagenet,fp32,10792,0.8220781683921814,0.02084636501967907,0.8012318033725023,245,195
swin_base_patch4_window7_224,imagenet,fp32,15911,0.8851067423820496,0.005882700439542532,0.879224041942507,362,361
swin_base_patch4_window7_224,imagenet,fp32,12602,0.8027284145355225,0.06202705204486847,0.740701362490654,288,290
swin_base_patch4_window7_224,imagenet,fp32,25858,0.9014930129051208,0.01989945024251938,0.8815935626626015,599,309
swin_base_patch4_window7_224,imagenet,fp32,27579,0.9000107049942017,0.0027798512019217014,0.89723085379228,640,539
swin_base_patch4_window7_224,imagenet,fp32,40009,0.9025688767433167,0.0044313776306807995,0.8981374991126359,937,938
swin_base_patch4_window7_224,imagenet,fp32,2895,0.9388040900230408,0.01374581828713417,0.9250582717359066,65,390
swin_base_patch4_window7_224,imagenet,fp32,14475,0.9021188020706177,0.0028669286984950304,0.8992518733721226,329,327
swin_base_patch4_window7_224,imagenet,fp32,7469,0.730724036693573,0.1804284304380417,0.5502956062555313,167,166
swin_base_patch4_window7_224,imagenet,fp32,5830,0.8945066928863525,0.003419773653149605,0.8910869192332029,130,99
swin_base_patch4_window7_224,imagenet,fp32,10317,0.6414152979850769,0.09983102232217789,0.541584275662899,233,197
swin_base_patch4_window7_224,imagenet,fp32,16817,0.4575078785419464,0.42615556716918945,0.03135231137275696,383,384
swin_base_patch4_window7_224,imagenet,fp32,31547,0.8327962160110474,0.007769090123474598,0.8250271258875728,734,656
swin_base_patch4_window7_224,imagenet,fp32,24949,0.7623255252838135,0.12379370629787445,0.638531818985939,577,494
swin_base_patch4_window7_224,imagenet,fp32,14673,0.8669499158859253,0.0012251122388988733,0.8657248036470264,334,337
swin_base_patch4_window7_224,imagenet,fp32,20942,0.7974655628204346,0.05452060326933861,0.742944959551096,481,848
swin_base_patch4_window7_224,imagenet,fp32,10243,0.8703557252883911,0.09208762645721436,0.7782680988311768,232,231
swin_base_patch4_window7_224,imagenet,fp32,36036,0.8752943277359009,0.011413708329200745,0.8638806194067001,842,978
swin_base_patch4_window7_224,imagenet,fp32,1880,0.8591496348381042,0.00436781533062458,0.8547818195074797,41,38
swin_base_patch4_window7_224,imagenet,fp32,19153,0.8834359049797058,0.015007935464382172,0.8684279695153236,438,647
swin_base_patch4_window7_224,imagenet,fp32,19767,0.8521820902824402,0.029353749006986618,0.8228283412754536,452,911
swin_base_patch4_window7_224,imagenet,fp32,8695,0.7072939872741699,0.1540890634059906,0.5532049238681793,196,198
swin_base_patch4_window7_224,imagenet,fp32,26606,0.8948957920074463,0.0009756815852597356,0.8939201104221866,615,529
swin_base_patch4_window7_224,imagenet,fp32,17915,0.9195033311843872,0.005341608542948961,0.9141617226414382,408,847
swin_base_patch4_window7_224,imagenet,fp32,8485,0.8487957119941711,0.0251839067786932,0.8236118052154779,191,189
swin_base_patch4_window7_224,imagenet,fp32,21503,0.8915974497795105,0.0011887255823239684,0.8904087241971865,496,885
swin_base_patch4_window7_224,imagenet,fp32,33965,0.8298137784004211,0.038292296230793,0.7915214821696281,791,790
swin_base_patch4_window7_224,imagenet,fp32,20282,0.8814275860786438,0.012888765893876553,0.8685388201847672,465,414
swin_base_patch4_window7_224,imagenet,fp32,22139,0.8310881853103638,0.04322497919201851,0.7878632061183453,512,473
swin_base_patch4_window7_224,imagenet,fp32,29238,0.7839608788490295,0.0930328220129013,0.6909280568361282,680,470
swin_base_patch4_window7_224,imagenet,fp32,26361,0.9105844497680664,0.0025454231072217226,0.9080390266608447,610,841
swin_base_patch4_window7_224,imagenet,fp32,18629,0.905127227306366,0.0018405100563541055,0.9032867172500119,425,912
swin_base_patch4_window7_224,imagenet,fp32,40564,0.8587419390678406,0.002905863570049405,0.8558360754977912,950,951
swin_base_patch4_window7_224,imagenet,fp32,16053,0.9140505790710449,0.0016628738958388567,0.9123877051752061,365,367
swin_base_patch4_window7_224,imagenet,fp32,19339,0.7839196920394897,0.05326268449425697,0.7306570075452328,442,494
swin_base_patch4_window7_224,imagenet,fp32,12444,0.8802851438522339,0.003911031410098076,0.8763741124421358,284,287
swin_base_patch4_window7_224,imagenet,fp32,23277,0.9081739783287048,0.001862420467659831,0.906311557861045,539,741
swin_base_patch4_window7_224,imagenet,fp32,13762,0.8896876573562622,0.0021917957346886396,0.8874958616215736,314,306
swin_base_patch4_window7_224,imagenet,fp32,32641,0.91081303358078,0.008186488412320614,0.9026265451684594,760,651
swin_base_patch4_window7_224,imagenet,fp32,41745,0.8974555730819702,0.002725236350670457,0.8947303367312998,980,975
swin_base_patch4_window7_224,imagenet,fp32,33966,0.9676765203475952,0.004033108241856098,0.9636434121057391,791,790
swin_base_patch4_window7_224,imagenet,fp32,2290,0.8737014532089233,0.0017321797786280513,0.8719692734302953,51,684
swin_base_patch4_window7_224,imagenet,fp32,10990,0.7027472257614136,0.1314300149679184,0.5713172107934952,250,248
swin_base_patch4_window7_224,imagenet,fp32,39066,0.9007922410964966,0.0020829946734011173,0.8987092464230955,916,922
swin_base_patch4_window7_224,imagenet,fp32,8463,0.8109986782073975,0.0413949079811573,0.7696037702262402,190,202
swin_base_patch4_window7_224,imagenet,fp32,29948,0.3443099558353424,0.08645593374967575,0.25785402208566666,697,854
swin_base_patch4_window7_224,imagenet,fp32,15491,0.868999183177948,0.04240979626774788,0.8265893869102001,352,353
swin_base_patch4_window7_224,imagenet,fp32,31435,0.8484463691711426,0.016038723289966583,0.832407645881176,731,792
swin_base_patch4_window7_224,imagenet,fp32,37003,0.6382668018341064,0.19352248311042786,0.4447443187236786,866,803
swin_base_patch4_window7_224,imagenet,fp32,41505,0.35808706283569336,0.20254787802696228,0.15553918480873108,973,65
swin_base_patch4_window7_224,imagenet,fp32,4858,0.8905622959136963,0.005070345010608435,0.8854919509030879,109,973
swin_base_patch4_window7_224,imagenet,fp32,32718,0.8437842726707458,0.007925005629658699,0.8358592670410872,762,415
swin_base_patch4_window7_224,imagenet,fp32,8296,0.8229468464851379,0.04197564721107483,0.7809711992740631,186,185
swin_base_patch4_window7_224,imagenet,fp32,28343,0.6524491310119629,0.09785851091146469,0.5545906201004982,658,850
swin_base_patch4_window7_224,imagenet,fp32,28932,0.8999423980712891,0.005193923134356737,0.8947484749369323,672,797
swin_base_patch4_window7_224,imagenet,fp32,31202,0.8765937685966492,0.00048714166041463614,0.8761066269362345,726,477
swin_base_patch4_window7_224,imagenet,fp32,32363,0.8609374761581421,0.030625473707914352,0.8303120024502277,754,688
swin_base_patch4_window7_224,imagenet,fp32,9095,0.8408180475234985,0.06134870648384094,0.7794693410396576,205,256
swin_base_patch4_window7_224,imagenet,fp32,16165,0.8598531484603882,0.012928658165037632,0.8469244902953506,367,369
swin_base_patch4_window7_224,imagenet,fp32,11007,0.8982446789741516,0.001492441981099546,0.8967522369930521,251,222
swin_base_patch4_window7_224,imagenet,fp32,31391,0.8135091066360474,0.09391826391220093,0.7195908427238464,730,866
swin_base_patch4_window7_224,imagenet,fp32,18930,0.6196613311767578,0.1734536588191986,0.4462076723575592,432,683
swin_base_patch4_window7_224,imagenet,fp32,35865,0.21782822906970978,0.07970527559518814,0.13812295347452164,837,869
swin_base_patch4_window7_224,imagenet,fp32,37874,0.8847073316574097,0.001764555461704731,0.8829427761957049,886,737
swin_base_patch4_window7_224,imagenet,fp32,31804,0.8609780073165894,0.006107437890022993,0.8548705694265664,740,784
swin_base_patch4_window7_224,imagenet,fp32,29317,0.8845217823982239,0.0027567041106522083,0.8817650782875717,682,708
swin_base_patch4_window7_224,imagenet,fp32,21491,0.9376702308654785,0.02457912266254425,0.9130911082029343,495,532
swin_base_patch4_window7_224,imagenet,fp32,32848,0.374219685792923,0.22356463968753815,0.15065504610538483,765,559
swin_base_patch4_window7_224,imagenet,fp32,42187,0.8353453278541565,0.004156629554927349,0.8311886982992291,989,957
swin_base_patch4_window7_224,imagenet,fp32,8633,0.8744288682937622,0.010635390877723694,0.8637934774160385,194,203
swin_base_patch4_window7_224,imagenet,fp32,11592,0.8368040919303894,0.09097766131162643,0.745826430618763,263,264
swin_base_patch4_window7_224,imagenet,fp32,6737,0.930432915687561,0.0006198660121299326,0.9298130496754311,149,5
swin_base_patch4_window7_224,imagenet,fp32,30718,0.8879876732826233,0.0018019945127889514,0.8861856787698343,715,524
swin_base_patch4_window7_224,imagenet,fp32,39846,0.871234118938446,0.0009927530772984028,0.8702413658611476,934,930
swin_base_patch4_window7_224,imagenet,fp32,22284,0.7489948272705078,0.08143884688615799,0.6675559803843498,515,514
swin_base_patch4_window7_224,imagenet,fp32,20214,0.745218813419342,0.037604790180921555,0.7076140232384205,463,503
swin_base_patch4_window7_224,imagenet,fp32,15124,0.8724972009658813,0.018499331548810005,0.8539978694170713,343,342
swin_base_patch4_window7_224,imagenet,fp32,10838,0.8804298639297485,0.005049685947597027,0.8753801779821515,246,171
swin_base_patch4_window7_224,imagenet,fp32,14061,0.9085420966148376,0.0008751385612413287,0.9076669580535963,321,326
swin_base_patch4_window7_224,imagenet,fp32,15734,0.4054167568683624,0.1967202126979828,0.20869654417037964,358,359
swin_base_patch4_window7_224,imagenet,fp32,7933,0.8848789930343628,0.014293416403234005,0.8705855766311288,178,750
swin_base_patch4_window7_224,imagenet,fp32,4414,0.8689214587211609,0.004989712964743376,0.8639317457564175,99,97
swin_base_patch4_window7_224,imagenet,fp32,7442,0.6579413414001465,0.08121086657047272,0.5767304748296738,166,162
swin_base_patch4_window7_224,imagenet,fp32,21639,0.9131354093551636,0.025309838354587555,0.887825571000576,499,467
swin_base_patch4_window7_224,imagenet,fp32,28278,0.5393831133842468,0.30547279119491577,0.23391032218933105,657,744
swin_base_patch4_window7_224,imagenet,fp32,6694,0.8850723505020142,0.009153494611382484,0.8759188558906317,148,147
swin_base_patch4_window7_224,imagenet,fp32,23653,0.8526699542999268,0.015241455286741257,0.8374284990131855,548,851
swin_base_patch4_window7_224,imagenet,fp32,19831,0.8476805686950684,0.0035920378286391497,0.8440885308664292,454,453
swin_base_patch4_window7_224,imagenet,fp32,6161,0.8397976160049438,0.002456710208207369,0.8373409057967365,137,136
swin_base_patch4_window7_224,imagenet,fp32,23542,0.9838290810585022,0.0027529862709343433,0.9810760947875679,546,650
swin_base_patch4_window7_224,imagenet,fp32,2238,0.8812944889068604,0.01178774330765009,0.8695067455992103,50,49
swin_base_patch4_window7_224,imagenet,fp32,2551,0.6015645265579224,0.11941716074943542,0.48214736580848694,57,53
swin_base_patch4_window7_224,imagenet,fp32,8052,0.6701105833053589,0.08819498866796494,0.581915594637394,180,179
swin_base_patch4_window7_224,imagenet,fp32,9294,0.8797518610954285,0.005097126588225365,0.8746547345072031,210,164
swin_base_patch4_window7_224,imagenet,fp32,31110,0.8360791802406311,0.04334354028105736,0.7927356399595737,724,536
swin_base_patch4_window7_224,imagenet,fp32,8476,0.7528972625732422,0.05684762820601463,0.6960496343672276,191,184
swin_base_patch4_window7_224,imagenet,fp32,17794,0.8753180503845215,0.0009449716308154166,0.8743730787537061,405,417
swin_base_patch4_window7_224,imagenet,fp32,28503,0.40357890725135803,0.2844467759132385,0.1191321313381195,662,754
swin_base_patch4_window7_224,imagenet,fp32,40354,0.7837623357772827,0.06803423911333084,0.7157280966639519,945,582
swin_base_patch4_window7_224,imagenet,fp32,24279,0.9315369129180908,0.0023171724751591682,0.9292197404429317,563,418
swin_base_patch4_window7_224,imagenet,fp32,10517,0.7802160382270813,0.12112598866224289,0.6590900495648384,238,241
swin_base_patch4_window7_224,imagenet,fp32,10650,0.8974128365516663,0.027664465829730034,0.8697483707219362,242,243
swin_base_patch4_window7_224,imagenet,fp32,14506,0.8620983362197876,0.04441330209374428,0.8176850341260433,330,331
swin_base_patch4_window7_224,imagenet,fp32,33720,0.8884969353675842,0.0010975025361403823,0.8873994328314438,786,606
swin_base_patch4_window7_224,imagenet,fp32,35670,0.8453744053840637,0.008002137765288353,0.8373722676187754,832,698
swin_base_patch4_window7_224,imagenet,fp32,26962,0.8392680883407593,0.0020208079367876053,0.8372472804039717,625,540
swin_base_patch4_window7_224,imagenet,fp32,3916,0.875290036201477,0.001065789139829576,0.8742242470616475,89,87
swin_base_patch4_window7_224,imagenet,fp32,13180,0.9278849363327026,0.008575350977480412,0.9193095853552222,301,304
swin_base_patch4_window7_224,imagenet,fp32,5060,0.8794155120849609,0.004061842802911997,0.8753536692820489,113,114
swin_base_patch4_window7_224,imagenet,fp32,6193,0.8412529826164246,0.0014461359241977334,0.8398068466922268,138,80
swin_base_patch4_window7_224,imagenet,fp32,32900,0.8887968063354492,0.0012787613086402416,0.887518045026809,766,859
swin_base_patch4_window7_224,imagenet,fp32,25325,0.9028192162513733,0.002248325850814581,0.9005708904005587,586,847
swin_base_patch4_window7_224,imagenet,fp32,6680,0.8771161437034607,0.018441801890730858,0.8586743418127298,148,147
swin_base_patch4_window7_224,imagenet,fp32,32932,0.8571978211402893,0.036031804978847504,0.8211660161614418,767,710
swin_base_patch4_window7_224,imagenet,fp32,37481,0.8921945095062256,0.0009730194578878582,0.8912214900483377,877,506
swin_base_patch4_window7_224,imagenet,fp32,21612,0.7814622521400452,0.04256024211645126,0.7389020100235939,498,799
swin_base_patch4_window7_224,imagenet,fp32,4951,0.861054539680481,0.0053940690122544765,0.8556604706682265,111,530
swin_base_patch4_window7_224,imagenet,fp32,32654,0.6222776770591736,0.07061494886875153,0.5516627281904221,760,799
swin_base_patch4_window7_224,imagenet,fp32,22472,0.8991308212280273,0.0037975425366312265,0.8953332786913961,519,553
swin_base_patch4_window7_224,imagenet,fp32,2598,0.5086597204208374,0.2546609342098236,0.2539987862110138,58,54
swin_base_patch4_window7_224,imagenet,fp32,35019,0.9493603706359863,0.00044018583139404655,0.9489201848045923,816,584
swin_base_patch4_window7_224,imagenet,fp32,2305,0.8721328377723694,0.0012176419841125607,0.8709151957882568,51,43
swin_base_patch4_window7_224,imagenet,fp32,26449,0.8876553177833557,0.0012992952251806855,0.886356022558175,612,603
swin_base_patch4_window7_224,imagenet,fp32,65,0.9011693596839905,0.0015978673473000526,0.8995714923366904,1,0
swin_base_patch4_window7_224,imagenet,fp32,16012,0.9041001200675964,0.0013282315339893103,0.9027718885336071,364,379
swin_base_patch4_window7_224,imagenet,fp32,23859,0.883837878704071,0.0014430636074393988,0.8823948150966316,553,771
swin_base_patch4_window7_224,imagenet,fp32,650,0.8851860165596008,0.0014415193581953645,0.8837444972014055,13,12
swin_base_patch4_window7_224,imagenet,fp32,4925,0.8578115701675415,0.010094678029417992,0.8477168921381235,110,115
swin_base_patch4_window7_224,imagenet,fp32,8879,0.7176722288131714,0.039417315274477005,0.6782549135386944,200,202
swin_base_patch4_window7_224,imagenet,fp32,21822,0.8538708090782166,0.06498821824789047,0.7888825908303261,504,968
swin_base_patch4_window7_224,imagenet,fp32,17813,0.629141628742218,0.12339258193969727,0.5057490468025208,406,497
swin_base_patch4_window7_224,imagenet,fp32,22252,0.5115886926651001,0.06205902621150017,0.44952966645359993,514,836
swin_base_patch4_window7_224,imagenet,fp32,24342,0.819437563419342,0.057365626096725464,0.7620719373226166,564,669
swin_base_patch4_window7_224,imagenet,fp32,12388,0.8804182410240173,0.007032730150967836,0.8733855108730495,283,722
swin_base_patch4_window7_224,imagenet,fp32,36625,0.6711598634719849,0.1769067645072937,0.49425309896469116,856,595
swin_base_patch4_window7_224,imagenet,fp32,37295,0.7101855278015137,0.053159479051828384,0.6570260487496853,872,759
swin_base_patch4_window7_224,imagenet,fp32,12320,0.5840616226196289,0.19255836308002472,0.3915032595396042,281,282
swin_base_patch4_window7_224,imagenet,fp32,17305,0.9074114561080933,0.001459631253965199,0.9059518248541281,394,391
swin_base_patch4_window7_224,imagenet,fp32,5583,0.9166122674942017,0.003336637979373336,0.9132756295148283,125,119
swin_base_patch4_window7_224,imagenet,fp32,36177,0.9031808972358704,0.0033878039103001356,0.8997930933255702,845,617
swin_base_patch4_window7_224,imagenet,fp32,10845,0.863429844379425,0.06040458008646965,0.8030252642929554,246,243
swin_base_patch4_window7_224,imagenet,fp32,19912,0.35929566621780396,0.14632102847099304,0.2129746377468109,456,733
swin_base_patch4_window7_224,imagenet,fp32,8291,0.701283872127533,0.12613362073898315,0.5751502513885498,186,192
swin_base_patch4_window7_224,imagenet,fp32,13690,0.9082205295562744,0.022548764944076538,0.8856717646121979,313,315
swin_base_patch4_window7_224,imagenet,fp32,26970,0.9661974310874939,0.005054007284343243,0.9611434238031507,625,814
swin_base_patch4_window7_224,imagenet,fp32,39448,0.9371611475944519,0.006963635329157114,0.9301975122652948,925,809
swin_base_patch4_window7_224,imagenet,fp32,20983,0.599932074546814,0.1964050680398941,0.40352700650691986,482,848
swin_base_patch4_window7_224,imagenet,fp32,38610,0.9113513231277466,0.0016059549525380135,0.9097453681752086,904,556
swin_base_patch4_window7_224,imagenet,fp32,19013,0.8612875938415527,0.006270019803196192,0.8550175740383565,434,443
swin_base_patch4_window7_224,imagenet,fp32,42009,0.8955745100975037,0.0007611566106788814,0.8948133534868248,985,309
swin_base_patch4_window7_224,imagenet,fp32,31340,0.7460217475891113,0.11264940351247787,0.6333723440766335,729,534
